query,clicks,impressions,ctr,position
"paul mitchell school near me",0,2,0.00,19.5
"pearland's innovative school of beauty of silverlake",0,2,0.00,6.5
"pearlands",0,2,0.00,35.0
"pochi barber shop",0,2,0.00,4.0
"precious beauty academy",0,2,0.00,7.5
"primetime technical institute",0,2,0.00,8.5
"remington college league city",0,2,0.00,10.0
"remington hair school",0,2,0.00,17.0
"rgv cosmetology school",0,2,0.00,9.5
"richerson's master barber academy fort worth",0,2,0.00,9.0
"riva institute",0,2,0.00,8.5
"royalty academy",0,2,0.00,9.0
"ro’s barbershop",0,2,0.00,12.0
"salon academy lewisville",0,2,0.00,9.5
"salon academy whitehouse tx",0,2,0.00,8.0
"san antonio aveda institute",0,2,0.00,17.5
"schwarzkopf beauty institute",0,2,0.00,74.5
"services offered by aveda institute san antonio",0,2,0.00,57.5
"services offered by navarro cosmetology",0,2,0.00,13.0
"sharkey's cuts for kids sugar land reviews",0,2,0.00,9.0
"shima academy",0,2,0.00,6.5
"shop license",0,2,0.00,7.0
"sol barber & styling academy",0,2,0.00,6.5
"studio cutz",0,2,0.00,10.5
"sues hair salon",0,2,0.00,6.0
"tdlr requirements",0,2,0.00,9.5
"tdlr texas cosmetology",0,2,0.00,18.0
"tdlr texas cosmetology license",0,2,0.00,24.5
"temple beauty college",0,2,0.00,10.0
"texarkana cosmetology academy",0,2,0.00,30.0
"texas aesthetics academy",0,2,0.00,8.5
"texas barber license requirements",0,2,0.00,27.5
"texas beauty school",0,2,0.00,1.0
"texas cosmetology hours",0,2,0.00,50.5
"texas license cosmetology",0,2,0.00,24.5
"texas school of cosmetology",0,2,0.00,9.0
"texas tdlr cosmetology",0,2,0.00,26.0
"the barber collection",0,2,0.00,8.5
"the barber education academy",0,2,0.00,8.0
"the boardroom galleria",0,2,0.00,9.0
"the hot towel tx",0,2,0.00,10.0
"the professional academy",0,2,0.00,50.0
"the salon professional academy lewisville tx",0,2,0.00,8.5
"tint hair school plano",0,2,0.00,8.0
"tint school plano",0,2,0.00,8.5
"toni and guy academy",0,2,0.00,60.5
"toni and guy academy dallas",0,2,0.00,39.5
"top esthetician schools in sugar land",0,2,0.00,51.0
"trend barber college west bellfort",0,2,0.00,27.0
"tres barber institute reviews",0,2,0.00,12.0
"tri state cosmetology",0,2,0.00,16.0
"tri state cosmetology institute",0,2,0.00,8.0
"tri state el paso",0,2,0.00,19.0
"trimsetters",0,2,0.00,11.0
"true lux barber co",0,2,0.00,8.0
"ty the barber guy",0,2,0.00,1.0
"ty's barber lounge",0,2,0.00,1.0
"ucas brownsville tx",0,2,0.00,14.5
"ucas harlingen",0,2,0.00,14.5
"ucas harlingen texas",0,2,0.00,17.5
"universal barber college",0,2,0.00,8.0
"university of cosmetology arts and sciences",0,2,0.00,22.5
"valor barber",0,2,0.00,5.5
"vanders cosmetology college",0,2,0.00,5.0
"vh academy",0,2,0.00,48.0
"victoria cosmetology & barber academy",0,2,0.00,9.0
"vogue college mcallen financial aid",0,2,0.00,44.5
"vogue college of cosmetology prices",0,2,0.00,8.5
"vogue college of cosmetology san antonio",0,2,0.00,25.0
"vogue international academy",0,2,0.00,7.5
"vogue lubbock",0,2,0.00,10.5
"vogue mcallen",0,2,0.00,17.0
"wade gordon lubbock",0,2,0.00,15.5
"waldos barber shop",0,2,0.00,11.5
"wcjc cosmetology",0,2,0.00,15.5
"what is an establishment license",0,2,0.00,12.5
"what is the application fee for a mobile shop",0,2,0.00,56.5
"what license do you need to open a barber shop",0,2,0.00,7.0
"white elm institute",0,2,0.00,8.5
"white elm spa college station",0,2,0.00,31.0
"william edge institute reviews",0,2,0.00,12.0
"williams barber college reviews",0,2,0.00,10.0
"wow look barber shop",0,2,0.00,7.5
"you me beauty school reviews",0,2,0.00,10.5
"ys school",0,2,0.00,6.0
"حلاق عربي",0,2,0.00,9.5
"حلاق عربي هيوستن",0,2,0.00,9.5
"👩‍🎓diamond beauty academy 🩷💎👩‍🎓 reviews",0,2,0.00,9.5
"89 beauty school photos",1,1,100.00,7.0
"arijana pjetrovic",1,1,100.00,16.0
"beauty school katy",1,1,100.00,9.0
"eyes on me barber",1,1,100.00,3.0
"frank chisum",1,1,100.00,3.0
"hair school dallas",1,1,100.00,5.0
"hair school salon near me",1,1,100.00,1.0
"nail academy near me",1,1,100.00,1.0
"oz barber",1,1,100.00,8.0
"perfect barber pearland reviews",1,1,100.00,5.0
"""alamo city barber college"" ""78250""",0,1,0.00,12.0
"""ann webb skin institute"" ""78759""",0,1,0.00,17.0
"""aveda arts & sciences institute austin"" ""6001 middle fiskville rd""",0,1,0.00,7.0
"""aveda arts & sciences institute austin"" ""78752""",0,1,0.00,6.0
"""aveda arts & sciences institute austin"" ""austin""",0,1,0.00,7.0
"""aveda arts & sciences"" ""78752""",0,1,0.00,8.0
"""avenue five institute"" ""500 e ben white blvd bldg e ste 100""",0,1,0.00,5.0
"""avenue five institute"" ""austin""",0,1,0.00,23.0
"""bella beauty college"" ""4631 airport blvd unit 101""",0,1,0.00,2.0
"""bella beauty college"" ""623 w ben white blvd""",0,1,0.00,9.0
"""cut & shave barber"" ""78219""",0,1,0.00,8.0
"""deluxe barber college"" ""78217""",0,1,0.00,15.0
"""milan institute of cosmetology - san antonio south"" ""san antonio""",0,1,0.00,9.0
"""milan institute of cosmetology"" ""78221""",0,1,0.00,10.0
"""most high barber college"" ""78214""",0,1,0.00,4.0
"""ogle school - beauty and cosmetology (san antonio)"" ""78216""",0,1,0.00,4.0
"""ogle school - beauty and cosmetology (san antonio)"" ""san antonio""",0,1,0.00,5.0
"""ortahaus barber co."" ""77007""",0,1,0.00,10.0
"""ortahaus barber co."" ""houston""",0,1,0.00,13.0
"""paul mitchell the school austin"" ""austin""",0,1,0.00,30.0
"""paul mitchell the school san antonio"" ""78259""",0,1,0.00,12.0
"""paul mitchell the school san antonio"" ""san antonio""",0,1,0.00,30.0
"""paul mitchell the school"" ""78259""",0,1,0.00,18.0
"""paul mitchell the school"" ""78759""",0,1,0.00,16.0
"""randle’s barbershop"" ""77002""",0,1,0.00,6.0
"""randle’s barbershop"" ""houston""",0,1,0.00,4.0
"""red's barber shop"" ""77002""",0,1,0.00,25.0
"""the men barber school"" ""78758""",0,1,0.00,3.0
"""the salon professional academy"" ""78232""",0,1,0.00,10.0
"""tre's barber institute"" ""78758""",0,1,0.00,9.0
"007 barber",0,1,0.00,17.0
"007 barbershop",0,1,0.00,19.0
"11400 misty valley dr houston tx 77066",0,1,0.00,12.0
"1404 w walnut hill ln",0,1,0.00,43.0
"1600 texas parkway missouri city tx 77489",0,1,0.00,13.0
"1617 westheimer rd",0,1,0.00,11.0
"201 harwood rd bedford tx 76021",0,1,0.00,10.0
"2026",0,1,0.00,2.0
"249 beauty college reviews",0,1,0.00,9.0
"2870 gessner rd",0,1,0.00,15.0
"2923 macarthur view san antonio tx 78217",0,1,0.00,21.0
"3727 dilido rd",0,1,0.00,18.0
"4 him barbershop",0,1,0.00,17.0
"4135 belt line rd",0,1,0.00,33.0
"4800 preston park blvd plano tx 75093",0,1,0.00,11.0
"4him barbershop",0,1,0.00,13.0
"5225 w san fernando rd, los angeles, ca 90039",0,1,0.00,8.0
"5400 pinemont dr",0,1,0.00,10.0
"5800 uvalde road houston tx 77049",0,1,0.00,10.0
"717 barber",0,1,0.00,20.0
"717 barber studio",0,1,0.00,35.0
"7310 bowie street, houston, tx 77012",0,1,0.00,12.0
"7fades barbershop",0,1,0.00,7.0
"8600 wurzbach rd san antonio tx 78240",0,1,0.00,25.0
"9050 viscount el paso tx",0,1,0.00,11.0
"a otro nivel barber shop",0,1,0.00,6.0
"a shaving grace barber shop reviews",0,1,0.00,48.0
"a&m barber",0,1,0.00,10.0
"aa beauty plus",0,1,0.00,40.0
"abc cosmetology",0,1,0.00,10.0
"abc cosmetology school",0,1,0.00,12.0
"abc school of cosmetology",0,1,0.00,10.0
"abes fades barber academy",0,1,0.00,9.0
"abilene cosmetology",0,1,0.00,31.0
"academy barber college",0,1,0.00,7.0
"academy barber school",0,1,0.00,11.0
"academy barber shop",0,1,0.00,1.0
"academy haircut",0,1,0.00,7.0
"academy of career training",0,1,0.00,66.0
"academy of hair design",0,1,0.00,12.0
"academy skincare",0,1,0.00,15.0
"ace academy",0,1,0.00,8.0
"ace beauty academy",0,1,0.00,10.0
"addison beauty school",0,1,0.00,6.0
"advance beauty academy",0,1,0.00,56.0
"advanced beauty academy reviews",0,1,0.00,11.0
"aesthetic artistry san antonio",0,1,0.00,20.0
"alibaba haircut",0,1,0.00,8.0
"all about you beauty and academy",0,1,0.00,41.0
"all pros",0,1,0.00,10.0
"alpha omega pearland",0,1,0.00,10.0
"amarillo cosmetology school",0,1,0.00,12.0
"amarillo cosmetology schools",0,1,0.00,24.0
"amenti beauty",0,1,0.00,16.0
"american beauty institute",0,1,0.00,10.0
"an establishment that is attached to a residence must have an _________ that is separate and distinct from the residential entrance",0,1,0.00,9.0
"ann webb institute",0,1,0.00,22.0
"ann webb skin institute",0,1,0.00,22.0
"application for establishment license",0,1,0.00,37.0
"armstrong mccall league city",0,1,0.00,12.0
"asian barber near me",0,1,0.00,1.0
"austin",0,1,0.00,2.0
"avara's academy of hair design",0,1,0.00,60.0
"aveda arts and science institute",0,1,0.00,8.0
"aveda arts and sciences",0,1,0.00,15.0
"aveda arts and sciences institute",0,1,0.00,29.0
"aveda arts institute",0,1,0.00,37.0
"aveda ballston",0,1,0.00,58.0
"aveda beauty schools",0,1,0.00,50.0
"aveda cosmetology school locations",0,1,0.00,38.0
"aveda cosmotology school",0,1,0.00,40.0
"aveda houston",0,1,0.00,9.0
"aveda institute dallas",0,1,0.00,19.0
"aveda institute prices",0,1,0.00,13.0
"aveda institute san antonio financial aid",0,1,0.00,56.0
"aveda institute san antonio reviews",0,1,0.00,12.0
"aveda institute san antonio tx",0,1,0.00,14.0
"aveda institute the woodlands",0,1,0.00,30.0
"aveda institute woodlands",0,1,0.00,35.0
"aveda park lane",0,1,0.00,31.0
"aveda shenandoah",0,1,0.00,2.0
"aveda shenandoah tx",0,1,0.00,14.0
"aveda sxhool",0,1,0.00,11.0
"aveda williston",0,1,0.00,60.0
"avenue five austin",0,1,0.00,20.0
"avenue five institute south austin",0,1,0.00,29.0
"back to school nails",0,1,0.00,2.0
"bad boyz barber shop",0,1,0.00,11.0
"bad boyz barber shop reviews",0,1,0.00,4.0
"baldwin beauty 2020",0,1,0.00,14.0
"baldwin beauty school austin",0,1,0.00,19.0
"baldwin beauty schools",0,1,0.00,8.0
"bale beauty academy reviews",0,1,0.00,11.0
"bamboo advance beauty college",0,1,0.00,8.0
"barber",0,1,0.00,18.0
"barber academy near me",0,1,0.00,7.0
"barber and beauty academy",0,1,0.00,9.0
"barber and cosmetology school",0,1,0.00,1.0
"barber business license",0,1,0.00,66.0
"barber colleges in dallas",0,1,0.00,1.0
"barber cosmetology license",0,1,0.00,10.0
"barber license requirements",0,1,0.00,57.0
"barber practical exam kit",0,1,0.00,9.0
"barber programs near me",0,1,0.00,2.0
"barber school arlington tx",0,1,0.00,35.0
"barber school austin tx",0,1,0.00,41.0
"barber school baytown",0,1,0.00,7.0
"barber school cypress tx",0,1,0.00,12.0
"barber school dallas",0,1,0.00,2.0
"barber school hours",0,1,0.00,10.0
"barber school houston",0,1,0.00,3.0
"barber school houston texas",0,1,0.00,2.0
"barber school houston tx",0,1,0.00,2.0
"barber school in austin",0,1,0.00,39.0
"barber school irving tx",0,1,0.00,11.0
"barber school longview tx",0,1,0.00,11.0
"barber school pasadena tx",0,1,0.00,12.0
"barber school plano",0,1,0.00,12.0
"barber school san antonio tx",0,1,0.00,42.0
"barber school sugar land",0,1,0.00,8.0
"barber school waxahachie",0,1,0.00,9.0
"barber schools",0,1,0.00,5.0
"barber schools arlington tx",0,1,0.00,70.0
"barber schools in houston tx",0,1,0.00,5.0
"barber schools in odessa texas",0,1,0.00,90.0
"barber schools near me",0,1,0.00,1.0
"barber shop galleria",0,1,0.00,1.0
"barber shop in houston tx",0,1,0.00,1.0
"barber shop license renewal",0,1,0.00,74.0
"barber shop permit texas",0,1,0.00,15.0
"barber shops near me for men",0,1,0.00,1.0
"barber training",0,1,0.00,1.0
"barber+interstate",0,1,0.00,8.0
"barberia gt",0,1,0.00,5.0
"barbering",0,1,0.00,7.0
"barbers in houston",0,1,0.00,21.0
"barbers schools",0,1,0.00,24.0
"barbers shops",0,1,0.00,1.0
"barbershop classes near me",0,1,0.00,1.0
"barbershop houston",0,1,0.00,1.0
"barbershop school near me",0,1,0.00,9.0
"barbershops that are open near me",0,1,0.00,5.0
"barner school",0,1,0.00,1.0
"bay area college barber and cosmetology",0,1,0.00,7.0
"beaumont tx",0,1,0.00,6.0
"beautician school near me",0,1,0.00,1.0
"beauty academy",0,1,0.00,1.0
"beauty academy houston",0,1,0.00,37.0
"beauty college",0,1,0.00,20.0
"beauty colleges in arlington",0,1,0.00,31.0
"beauty school ft worth tx",0,1,0.00,41.0
"beauty school georgetown tx",0,1,0.00,8.0
"beauty school graduation rate",0,1,0.00,58.0
"beauty school in arlington",0,1,0.00,36.0
"beauty school killeen tx",0,1,0.00,26.0
"beauty school mesquite tx",0,1,0.00,12.0
"beauty schools",0,1,0.00,1.0
"beauty schools arlington tx",0,1,0.00,41.0
"beauty schools in arlington",0,1,0.00,36.0
"beauty schools in arlington texas",0,1,0.00,45.0
"beauty schools in laredo texas",0,1,0.00,15.0
"beauty schools mesquite tx",0,1,0.00,11.0
"beauty schools plano",0,1,0.00,35.0
"beauty schools that offer services near me",0,1,0.00,1.0
"behind the chair",0,1,0.00,9.0
"behx",0,1,0.00,8.0
"bella academy",0,1,0.00,7.0
"bella beauty academy",0,1,0.00,9.0
"bella beauty college austin",0,1,0.00,9.0
"bella hair school",0,1,0.00,12.0
"bella's beauty academy",0,1,0.00,9.0
"bellagio school",0,1,0.00,9.0
"bellas beauty school",0,1,0.00,12.0
"bellere",0,1,0.00,3.0
"best cosmetology schools in sugar land",0,1,0.00,49.0
"best esthetician school in sugar land",0,1,0.00,67.0
"bf beauty academy",0,1,0.00,3.0
"bgm science of beauty university",0,1,0.00,11.0
"bison barbershop",0,1,0.00,11.0
"bl school",0,1,0.00,9.0
"black barber school",0,1,0.00,3.0
"blade craft barber academy",0,1,0.00,20.0
"bladecraft barber academy",0,1,0.00,17.0
"blades & fades barber shop",0,1,0.00,9.0
"blades salon competitors",0,1,0.00,8.0
"blanco flawless firm barber shop",0,1,0.00,22.0
"blanco's flawless cuts",0,1,0.00,25.0
"blessed hands barber",0,1,0.00,7.0
"bloom beauty institute",0,1,0.00,20.0
"blueprint barber",0,1,0.00,11.0
"bn career institute",0,1,0.00,11.0
"bonjour",0,1,0.00,5.0
"bonjour university",0,1,0.00,1.0
"bonjoutbeauty",0,1,0.00,4.0
"booth contracts",0,1,0.00,32.0
"booth renter take home pay",0,1,0.00,44.0
"borners barber college pasadena",0,1,0.00,10.0
"boss beauty makeup academy",0,1,0.00,27.0
"boss beauty makeup academy san antonio",0,1,0.00,20.0
"boss lady beauty academy waco",0,1,0.00,15.0
"boss nail academy san antonio reviews",0,1,0.00,2.0
"boutique license",0,1,0.00,58.0
"braid school",0,1,0.00,4.0
"bronx barber college reviews",0,1,0.00,9.0
"by the blade barbershop",0,1,0.00,8.0
"caballero barber shop",0,1,0.00,10.0
"caliber cuts grand prairie",0,1,0.00,32.0
"california hair design academy",0,1,0.00,10.0
"canas barber shop",0,1,0.00,5.0
"capelli school",0,1,0.00,6.0
"carlos barber shop",0,1,0.00,10.0
"carlos barber shop webster",0,1,0.00,9.0
"cartel cuts reviews",0,1,0.00,4.0
"cash rd barbershop",0,1,0.00,10.0
"ccc cosmetology",0,1,0.00,8.0
"cdl school el paso",0,1,0.00,1.0
"central texas barber college",0,1,0.00,10.0
"champions barber and beauty academy",0,1,0.00,8.0
"champions barber school",0,1,0.00,10.0
"charles & sue's school of hair design",0,1,0.00,9.0
"charles and sue",0,1,0.00,10.0
"charles and sue hair school",0,1,0.00,7.0
"chaz the barber",0,1,0.00,6.0
"che barber shop",0,1,0.00,9.0
"cheap cosmetology school near me",0,1,0.00,4.0
"check for me",0,1,0.00,12.0
"chi academy laredo tx",0,1,0.00,11.0
"chi cosmetology",0,1,0.00,12.0
"chicks barbershop photos",0,1,0.00,10.0
"choezen",0,1,0.00,11.0
"chop it up barbershop schertz",0,1,0.00,11.0
"chophouse barber company",0,1,0.00,14.0
"city boyz barber shop reviews",0,1,0.00,8.0
"cleo school",0,1,0.00,1.0
"cleveland barber school",0,1,0.00,1.0
"colegio comunitario",0,1,0.00,8.0
"collectiv academy dallas tx",0,1,0.00,11.0
"collectivacademy",0,1,0.00,9.0
"collective academy dallas",0,1,0.00,42.0
"college beauty school",0,1,0.00,6.0
"collin college cosmetology",0,1,0.00,14.0
"color beauty",0,1,0.00,4.0
"contucci salons and education reviews",0,1,0.00,11.0
"cortez the barber",0,1,0.00,12.0
"cortiva institute arlington tx",0,1,0.00,21.0
"cos school",0,1,0.00,9.0
"cosmetica latina",0,1,0.00,9.0
"cosmetologia",0,1,0.00,1.0
"cosmetologist",0,1,0.00,2.0
"cosmetology abilene tx",0,1,0.00,18.0
"cosmetology classes allen tx",0,1,0.00,33.0
"cosmetology establishment license",0,1,0.00,5.0
"cosmetology high school near me",0,1,0.00,31.0
"cosmetology hours in texas",0,1,0.00,44.0
"cosmetology hours texas",0,1,0.00,48.0
"cosmetology license",0,1,0.00,26.0
"cosmetology license application",0,1,0.00,8.0
"cosmetology license requirements texas",0,1,0.00,57.0
"cosmetology license texas requirements",0,1,0.00,49.0
"cosmetology odessa college",0,1,0.00,11.0
"cosmetology san angelo",0,1,0.00,21.0
"cosmetology school amarillo",0,1,0.00,16.0
"cosmetology school amarillo tx",0,1,0.00,18.0
"cosmetology school arlington, tx",0,1,0.00,21.0
"cosmetology school denton tx",0,1,0.00,25.0
"cosmetology school el paso",0,1,0.00,36.0
"cosmetology school elgin",0,1,0.00,7.0
"cosmetology school forney",0,1,0.00,17.0
"cosmetology school frisco",0,1,0.00,18.0
"cosmetology school hours",0,1,0.00,11.0
"cosmetology school houston",0,1,0.00,1.0
"cosmetology school humble tx",0,1,0.00,16.0
"cosmetology school in san antonio",0,1,0.00,24.0
"cosmetology school lakeland fl",0,1,0.00,12.0
"cosmetology school midland tx",0,1,0.00,18.0
"cosmetology school pearland",0,1,0.00,12.0
"cosmetology school programs",0,1,0.00,2.0
"cosmetology school san antonio",0,1,0.00,2.0
"cosmetology schools houston tx",0,1,0.00,30.0
"cosmetology schools in brownsville",0,1,0.00,17.0
"cosmetology schools in lubbock tx",0,1,0.00,42.0
"cosmetology schools in my area",0,1,0.00,4.0
"cosmetology schools in san antonio",0,1,0.00,29.0
"cosmetology schools in texarkana",0,1,0.00,17.0
"cosmetology state board kit list",0,1,0.00,28.0
"cosmetology tdlr",0,1,0.00,26.0
"cosmetology texas",0,1,0.00,29.0
"cosmotology allen tx",0,1,0.00,39.0
"cosmotology plano tx",0,1,0.00,21.0
"cosmotology school",0,1,0.00,1.0
"crew cutz barbershop",0,1,0.00,6.0
"cti hours",0,1,0.00,48.0
"cti school",0,1,0.00,5.0
"cultural technical institute el paso",0,1,0.00,10.0
"cultural technical institute llc cti",0,1,0.00,6.0
"curso de maquillaje profesional",0,1,0.00,1.0
"cursos de estetica",0,1,0.00,1.0
"cut & shave barber college",0,1,0.00,9.0
"cutthroat barbers - houston barbershop in the heights - men's barbershop",0,1,0.00,8.0
"d rich barbers",0,1,0.00,14.0
"dallas barber college",0,1,0.00,1.0
"dallas beauty school",0,1,0.00,1.0
"dallas beauty school services",0,1,0.00,74.0
"dallas blends",0,1,0.00,13.0
"dapper g cuts",0,1,0.00,42.0
"de payolle beauty salon & academy",0,1,0.00,53.0
"defined lines",0,1,0.00,7.0
"del mar college cosmetology",0,1,0.00,9.0
"diamond beauty school",0,1,0.00,8.0
"diamond cosmetology",0,1,0.00,19.0
"diamondbeauty",0,1,0.00,8.0
"diesel barbershop houston",0,1,0.00,18.0
"diesel barbershop west university",0,1,0.00,18.0
"division barber co",0,1,0.00,14.0
"divizion",0,1,0.00,8.0
"do i need a barber license to open a barbershop",0,1,0.00,7.0
"do you need a barber license to own a barber shop",0,1,0.00,8.0
"dynasty barber shop",0,1,0.00,1.0
"el padrino barbershop",0,1,0.00,10.0
"el paso beauty and barber academy reviews",0,1,0.00,10.0
"elite barber company",0,1,0.00,11.0
"elite school of cosmetology",0,1,0.00,6.0
"elite stylez",0,1,0.00,23.0
"elite stylez barbershop",0,1,0.00,9.0
"elite stylez hair studio",0,1,0.00,6.0
"elizabeth white leo s beauty institute",0,1,0.00,14.0
"elle beauty academy",0,1,0.00,8.0
"elohim barber",0,1,0.00,11.0
"elohim barbershop",0,1,0.00,10.0
"empire beauty school",0,1,0.00,8.0
"escuela barberia cerca de mi",0,1,0.00,1.0
"escuela de barbería cerca de mí",0,1,0.00,1.0
"escuela de belleza cerca de mi",0,1,0.00,7.0
"escuela de belleza cerca de mi en español",0,1,0.00,1.0
"escuela de cosmetologia",0,1,0.00,1.0
"escuela de vogue",0,1,0.00,7.0
"escuelas de barbería",0,1,0.00,10.0
"escuelas de cosmetología cerca de mi",0,1,0.00,7.0
"escuelas de estetica",0,1,0.00,3.0
"escuelas de esteticista cerca de mi",0,1,0.00,1.0
"essence hair salon",0,1,0.00,1.0
"establishment license application",0,1,0.00,43.0
"establishment license for salon",0,1,0.00,9.0
"esthetician license near me",0,1,0.00,7.0
"esthetician program groveton",0,1,0.00,5.0
"esthetician programs near me",0,1,0.00,10.0
"esthetician school amarillo tx",0,1,0.00,31.0
"esthetician school arlington",0,1,0.00,44.0
"esthetician school arlington tx",0,1,0.00,30.0
"esthetician school beaumont tx",0,1,0.00,83.0
"esthetician school dallas",0,1,0.00,1.0
"esthetician school fort worth",0,1,0.00,65.0
"esthetician school mckinney",0,1,0.00,10.0
"esthetician training arlington",0,1,0.00,66.0
"esthetician training el paso",0,1,0.00,51.0
"eustace barber college",0,1,0.00,12.0
"executive choice barber shop",0,1,0.00,10.0
"expert barber beauty academy",0,1,0.00,9.0
"expert barber beauty mckinney",0,1,0.00,29.0
"eyelash extension specialist course",0,1,0.00,4.0
"eyelash school",0,1,0.00,5.0
"eyes on me advanced barber college watauga reviews",0,1,0.00,2.0
"facial academy",0,1,0.00,58.0
"facial aveda institute",0,1,0.00,53.0
"facial school",0,1,0.00,5.0
"fade doctor",0,1,0.00,9.0
"fade the city barbershop",0,1,0.00,6.0
"fades on demand reviews",0,1,0.00,8.0
"flavous",0,1,0.00,17.0
"flawless cuts barbershop reviews",0,1,0.00,8.0
"for the booth renter, social security taxes are:",0,1,0.00,24.0
"fort worth texas",0,1,0.00,10.0
"franklin barber school",0,1,0.00,9.0
"franklin beauty school",0,1,0.00,12.0
"free barber school dallas",0,1,0.00,2.0
"free barber school near me",0,1,0.00,2.0
"free beauty school near me",0,1,0.00,1.0
"free world jiu jitsu",0,1,0.00,9.0
"frisco isd",0,1,0.00,4.0
"game changer barber academy",0,1,0.00,10.0
"game changers barber academy",0,1,0.00,9.0
"game changers barber academy reviews",0,1,0.00,10.0
"game changers evans",0,1,0.00,33.0
"genius barber",0,1,0.00,6.0
"gentry memorial",0,1,0.00,7.0
"georgetown beauty school",0,1,0.00,8.0
"georgia cosmetology practical exam kit list",0,1,0.00,41.0
"glamour eyes",0,1,0.00,1.0
"glance lash academy reviews",0,1,0.00,12.0
"gloria's barber college",0,1,0.00,9.0
"glow theory academy",0,1,0.00,5.0
"golden edge barber shop",0,1,0.00,10.0
"goldies barber shop",0,1,0.00,8.0
"good vibes haircut",0,1,0.00,8.0
"goodlad barber",0,1,0.00,6.0
"goodvibes barber",0,1,0.00,9.0
"gordon academy",0,1,0.00,7.0
"gorgeous academy",0,1,0.00,9.0
"graham barber",0,1,0.00,8.0
"grayscale barbershop",0,1,0.00,18.0
"greenville texas",0,1,0.00,4.0
"hair and cosmetology schools near me",0,1,0.00,30.0
"hair by paul",0,1,0.00,5.0
"hair fashion salon reviews",0,1,0.00,5.0
"hair institue",0,1,0.00,10.0
"hair school bryan tx",0,1,0.00,19.0
"hair school lakeland",0,1,0.00,11.0
"hair school lewisville",0,1,0.00,11.0
"hair schools",0,1,0.00,11.0
"hair schools in san antonio tx",0,1,0.00,30.0
"hair styling school near me",0,1,0.00,9.0
"haircut academy",0,1,0.00,10.0
"haircut domain",0,1,0.00,81.0
"haircut near me",0,1,0.00,2.0
"haircut near me open now within 5 mi",0,1,0.00,1.0
"hairdresser school near me",0,1,0.00,10.0
"hairology",0,1,0.00,5.0
"hairstyles for school",0,1,0.00,5.0
"ham barber",0,1,0.00,9.0
"ham barber studio",0,1,0.00,9.0
"hamza barber",0,1,0.00,2.0
"hands-on approach",0,1,0.00,21.0
"harrison barber shop",0,1,0.00,11.0
"harrisons barber shop",0,1,0.00,8.0
"harrisons barbershop",0,1,0.00,7.0
"hcc alief bissonnet",0,1,0.00,16.0
"hd barbershop",0,1,0.00,1.0
"headspace barbershop",0,1,0.00,11.0
"high class academy",0,1,0.00,7.0
"high schools in texas city",0,1,0.00,21.0
"highlander salon",0,1,0.00,5.0
"hollywood school of beauty",0,1,0.00,6.0
"hourani's barbershop reviews",0,1,0.00,8.0
"house of fades athens",0,1,0.00,6.0
"house of fades spring",0,1,0.00,11.0
"houston 55",0,1,0.00,25.0
"houston barber college",0,1,0.00,3.0
"houston barber school reviews",0,1,0.00,6.0
"houston makeup school",0,1,0.00,39.0
"houston training school gulfgate loan",0,1,0.00,20.0
"houston training schools houston tx",0,1,0.00,20.0
"houston training schools loan",0,1,0.00,31.0
"houston's house of blendz reviews",0,1,0.00,4.0
"houston55",0,1,0.00,3.0
"houston55 reviews",0,1,0.00,10.0
"how long is barber school",0,1,0.00,85.0
"how many cosmetology hours in texas",0,1,0.00,35.0
"how many hours does texas require for cosmetology",0,1,0.00,46.0
"how many hours for cosmetology license in texas",0,1,0.00,39.0
"how much does it cost",0,1,0.00,5.0
"how much monthly",0,1,0.00,2.0
"how often",0,1,0.00,1.0
"how to get barber license in texas",0,1,0.00,34.0
"how to get cosmetology license in texas",0,1,0.00,31.0
"i.t.s. academy of beauty",0,1,0.00,7.0
"iepb",0,1,0.00,5.0
"iheart lash academy",0,1,0.00,25.0
"image beauty school",0,1,0.00,12.0
"image institute",0,1,0.00,52.0
"image school",0,1,0.00,40.0
"in home salon requirements texas",0,1,0.00,27.0
"inner state beauty",0,1,0.00,85.0
"inspire institute of barbering and cosmetology",0,1,0.00,10.0
"inspired cutz",0,1,0.00,10.0
"institute aveda",0,1,0.00,15.0
"institute of beauty",0,1,0.00,72.0
"instituto de belleza cerca de mi",0,1,0.00,1.0
"international institute of aesthetic arts and beauty",0,1,0.00,7.0
"interstate barber school",0,1,0.00,10.0
"invictus institute of barbering",0,1,0.00,23.0
"its academy of beauty fort worth",0,1,0.00,6.0
"ivy beauty",0,1,0.00,6.0
"j's barber college",0,1,0.00,4.0
"jamas beauty and barber college",0,1,0.00,7.0
"jasmine beauty school san diego",0,1,0.00,7.0
"jean percy school of barbering",0,1,0.00,10.0
"jimbo barber shop",0,1,0.00,9.0
"john dubiski career high school",0,1,0.00,21.0
"k cutz barbershop",0,1,0.00,6.0
"kalon beauty",0,1,0.00,1.0
"kings barber school",0,1,0.00,4.0
"kings kuts",0,1,0.00,3.0
"klassic kutz & salons",0,1,0.00,6.0
"klutch barber shop",0,1,0.00,9.0
"klutch barbershop",0,1,0.00,8.0
"koil beauty institute",0,1,0.00,24.0
"kustom kuts",0,1,0.00,11.0
"l institute",0,1,0.00,8.0
"l makeup institute dallas",0,1,0.00,45.0
"l makeup institute reviews",0,1,0.00,20.0
